,geolocation_id,geolocation_lat,geolocation_lng,city,state,id,customer_id
435709,3514,-23.535569074383968,-46.52032680183506,SAO PAULO,SP,58657,5902a1f2ea205de385670535ffd5e0a6
435742,3533,-23.54686722759531,-46.51152567652487,SAO PAULO,SP,58659,6102475657db1421e4637121b495bf3c
435902,3510,-23.53754838273989,-46.53300547599397,SAO PAULO,SP,58664,a820146409b46b535505aff7d58f3ffc
435948,3560,-23.546060601448403,-46.50141391479598,SAO PAULO,SP,58667,9bd2f246e81c19f65c539ce426288ef5
436072,3520,-23.548724643632053,-46.52259329877664,SAO PAULO,SP,58686,99ae056139c928155fbb6789440c8824
436289,3553,-23.534664097697497,-46.50848837607478,SAO PAULO,SP,58689,c04e51b398eff4fd75a3e7eb519e5638
436311,3523,-23.54929627477061,-46.516425102833374,SAO PAULO,SP,58690,535a1ea70ace4f44f74c6e88c26d2008
436375,3555,-23.53892260601364,-46.49852286038274,SAO PAULO,SP,58697,74df87b2ebcb43ec7e67d677a3a88a8b
436447,3557,-23.54364426395057,-46.50568005675459,SAO PAULO,SP,58701,ac4a808a6356938bde38be82ee979826
436583,3543,-23.535825097697494,-46.51586509117663,SAO PAULO,SP,58702,02f0bc4b5ee293031637b7e8d75a5484
436641,3544,-23.53065199417162,-46.51022998557328,SAO PAULO,SP,58712,abfa71d0fae78b8b69d691f25ca66c9e
436785,3580,-23.553004882595665,-46.49844350597262,SAO PAULO,SP,58713,aec38d4420cfbed169a7d1e2163a8154
436820,3588,-23.558715363155294,-46.48444549847399,SAO PAULO,SP,58721,3e9fc594a0a79ea460dca4a70d95645e
436834,3558,-23.544892466558927,-46.505663224536896,SAO PAULO,SP,58722,57efbdbebfe89dca4b188321e6517263
436982,3550,-23.533890768249744,-46.50874104662705,SAO PAULO,SP,58726,1bf1636f4db4a1a50f5d351f61ca2081
437018,3511,-23.53662295475793,-46.52901211088345,SAO PAULO,SP,58739,683765c80b88aa6bb93ebaac62948441
437114,3575,-23.5573347732414,-46.50579561587512,SAO PAULO,SP,58744,2f74942064f74e8ca891d7db50ff815b
437314,3571,-23.571611580904843,-46.48743097446476,SAO PAULO,SP,58751,fd7a35830279a45d98f45d653a932f31
437332,3562,-23.54585052178431,-46.497269823619376,SAO PAULO,SP,58754,2894d1f67d717f4ed8bde367b17e0005
437527,3576,-23.549435947544563,-46.50597101096426,SAO PAULO,SP,58757,22b5712522c61f4b2b136a8df7a73234
437581,3545,-23.533167059668795,-46.51291454287615,SAO PAULO,SP,58762,569f5a9d54e97be521a19279e81c6f87
437681,3525,-23.54917839439665,-46.51086773397196,SAO PAULO,SP,58766,74de83afe08d2529497f0852773a0403
437713,3546,-23.53359722592187,-46.510112467799686,SAO PAULO,SP,58829,aec8714e858d57cbd3ce1be905ec2477
437773,3559,-23.547331561198,-46.50340164155459,SAO PAULO,SP,58830,f86ef9a9bd878f3c22617b38ea06d3ff
437868,3569,-23.545859410180075,-46.49097687278091,SAO PAULO,SP,58838,4b78ae369ba9e647f8a4bd95a8cf9ae2
437885,3574,-23.5541361268394,-46.51105076686476,SAO PAULO,SP,58854,fde5bdd75d893cc0e6a3ba63529ca124
438050,3506,-23.5404811357262,-46.53464928059898,SAO PAULO,SP,58864,35da1bb3d702118ffa90db700d531c35
438118,3521,-23.54581285654709,-46.51839371192391,SAO PAULO,SP,58895,c2de0f8a86d98046feba1f4c5f88306a
438222,3554,-23.537412241185315,-46.50231889148247,SAO PAULO,SP,58914,b9f1e74e29e518dde4d453acdcd1c7e6
438249,3565,-23.54094314348782,-46.4921739590571,SAO PAULO,SP,58988,2d900f649b6456aa43078c5f05d3079b
438297,3522,-23.546688516792653,-46.51776104232789,SAO PAULO,SP,59010,7a8539323989a2d3a5347ec139ca9ac3
438343,3645,-23.523350352493097,-46.53225146745165,SAO PAULO,SP,61836,6ad1149ee2519543872d4e67f07c2e11
438424,3665,-23.52758819095159,-46.49786807729816,SAO PAULO,SP,61837,d1c491e1bf13808a1ae6506b1000c136
438594,3685,-23.52377256527157,-46.47524063467857,SAO PAULO,SP,61838,7946266bbd22c1ad0a83eb65059b7fd6
439441,3642,-23.527651557591312,-46.53916987330483,SAO PAULO,SP,61839,98c84ee0626307cc9c548753a33b7ad8
439609,3678,-23.51839012822437,-46.49121680988513,SAO PAULO,SP,61842,2adc4ecc065ed5dab8712d820c8a6849
439729,3675,-23.517911380069933,-46.49657553157195,SAO PAULO,SP,61843,85002c1462f6aa01a06906e74fce227c
439828,3636,-23.523158336112846,-46.53311089869581,SAO PAULO,SP,61844,369708cabd9831ea6fde670a3b602a92
439874,3616,-23.518638450458763,-46.52727194171618,SAO PAULO,SP,61845,4fd3fdf05fbad10ac8e68669c297e889
439949,3669,-23.53270178351319,-46.4896742164868,SAO PAULO,SP,61846,81a4fec9d1b3fc489c2357e7f24cc528
440157,3692,-23.533172707937783,-46.479635419287085,SAO PAULO,SP,61847,d843d887c4b48f354cee37cafdb3a541
440203,3663,-23.521339801835047,-46.497677988199015,SAO PAULO,SP,61850,70dd390d4cce478ae3b76a877a1f8cd1
440230,3683,-23.51780054954124,-46.4781480976975,SAO PAULO,SP,61852,bbe5c6efb24a5b834bf71fe19d436443
440350,3647,-23.522394132667785,-46.52778062476192,SAO PAULO,SP,61854,c5937f792a8d1763a86a7e84fd76218e
440625,3603,-23.523711202060085,-46.54989823480869,SAO PAULO,SP,61855,0390e8a506d1b5c6b545913a8900231f
440635,3668,-23.534020822926877,-46.495087496393324,SAO PAULO,SP,61856,db1b21960a9c96c9b4b8a1b0e38b8341
440667,3674,-23.5182521312828,-46.49614575590049,SAO PAULO,SP,61857,2712ec2a4f99ec90fbcf6b3829d59872
440689,3625,-23.51787969608439,-46.51305484186122,SAO PAULO,SP,61858,6d9df9db5e31093ce82edb4850bc1029
440722,3623,-23.51854522370017,-46.5140832485429,SAO PAULO,SP,61859,a5fa0fc7218b8e86907e98bc906d5a0c
440797,3624,-23.51429080045007,-46.51422724340702,SAO PAULO,SP,61861,205d4f622d324f38b03da47cbf79e486
440834,3617,-23.518565999999996,-46.52543100721335,SAO PAULO,SP,61864,b216f3b6b774bc74b8d6977e73978582
440906,3630,-23.53257143591436,-46.54970048693182,SAO PAULO,SP,61866,5af98f1851ab9a8e9e8f94d35f8fe478
441131,3694,-23.532603653067117,-46.47347162378098,SAO PAULO,SP,61869,d106918f73f119d9ebf155a753135f40
442574,3691,-23.532180003606676,-46.48430095989383,SAO PAULO,SP,61872,4131554d91b6d92d92c8af4097136526
442662,3660,-23.523945619221767,-46.50583600788512,SAO PAULO,SP,61873,cdfe8c99fea297085c6b13241e2f0508
442998,3646,-23.526032584511515,-46.52954063390853,SAO PAULO,SP,61876,b65714d110c92422f67d49614c32f883
443112,3680,-23.52358691035259,-46.48879428573488,SAO PAULO,SP,61880,8c8f5b3c8926c5ea73a5109340b74ea8
443300,3639,-23.527992970858094,-46.54029306119799,SAO PAULO,SP,61881,7d05105156cf3f275a36a6dc8c5d479b
443452,3605,-23.521211518177623,-46.54688421495761,SAO PAULO,SP,61883,499311489d89baa6ed8f9f9f1f3758b8
443607,3677,-23.516028272000653,-46.497612122396,SAO PAULO,SP,61884,cfe0779c3ed7a15946179c36cfcea099
443645,3693,-23.531289192336565,-46.47717934041202,SAO PAULO,SP,61888,620b70aca29bc1d6c4189c3f33a8667e
443783,3661,-23.52318014598876,-46.50270503864427,SAO PAULO,SP,61890,ec1febe20cf681729cf9a21a0cf401a9
443814,3651,-23.52822015015292,-46.51814496211552,SAO PAULO,SP,61892,ae83491ae685afa6ec6af5deba64d7a3
444094,3681,-23.52146483819031,-46.48417957507647,SAO PAULO,SP,61902,9dc59c8521403213441fc4a6b5044d20
444162,3618,-23.51428496502972,-46.52342271288011,SAO PAULO,SP,61905,fc5d1dd3f6285cfce7fa3b0ec2e3723c
444196,3648,-23.52667505245542,-46.52515952928614,SAO PAULO,SP,61908,7fa5b19815a0b5e211dcf4d287f60e14
444724,3641,-23.52992085706044,-46.531825244936215,SAO PAULO,SP,61910,3e1539c4791020572954d38e9f77ac07
444835,3662,-23.52125762836861,-46.499944929366926,SAO PAULO,SP,61912,890516c4fd0502448c48e605456e7c4d
444917,3634,-23.52434082320221,-46.54744934160408,SAO PAULO,SP,61914,be4b5e9f7813a8204cfdb7650502cb17
445072,3609,-23.51525472300768,-46.53878362822437,SAO PAULO,SP,61915,dd7eb6ecd787c07ef08423cf05c6e56b
445098,3626,-23.51445729586243,-46.50788804801201,SAO PAULO,SP,61918,beb649b39fa226baecfc1b5333671de8
445158,3613,-23.52095879039707,-46.53505050743385,SAO PAULO,SP,61919,f148779d679989e84bd75cb146a827c8
445662,3627,-23.51089657507646,-46.50526403996194,SAO PAULO,SP,61921,6b91cdd21fd6d3495008e52d498da1d4
445693,3679,-23.520015094090816,-46.4878577463212,SAO PAULO,SP,61922,c2b15e2fdaf53bfb90b245f2ad21d94d
445769,3690,-23.527751867332213,-46.47675116472388,SAO PAULO,SP,61923,18a11e85ef79b85255bd338e204b10e3
445993,3666,-23.531691002138,-46.49797052636203,SAO PAULO,SP,61924,687b0e4d0c667dc8d20a300c8b0635d1
446118,3658,-23.53005647145718,-46.496446758288734,SAO PAULO,SP,61927,b93f595ad6dd63fa50be0cd3cf9dd0cc
446290,3637,-23.52695919677997,-46.54378199180569,SAO PAULO,SP,61932,9d69b5197e3e9f67c753cb6389f1c3c8
446356,3650,-23.52642742672864,-46.52092899677512,SAO PAULO,SP,61949,44eed3818fde51e760d3f44036eb757d
446440,3649,-23.524953779069783,-46.52126306411219,SAO PAULO,SP,61959,5af819b263187f95d7ee76f77d708385
446512,3682,-23.519832548156256,-46.48133508243404,SAO PAULO,SP,61966,e68c529ea854b09379b7753755ec8e88
446596,3644,-23.526248898695822,-46.53524529739164,SAO PAULO,SP,61967,47b778190ffdaf6fd31dc28330aeecd2
446659,3689,-23.527710922009348,-46.48172831640601,SAO PAULO,SP,61968,f6c40b585027ffb1dbd8daf868c5d358
446704,3688,-23.526522534277785,-46.48330157271052,SAO PAULO,SP,61975,8ee025b414f82db39d70f04a73c910d7
446900,3633,-23.531751524006012,-46.544864254919545,SAO PAULO,SP,61980,c72236a00e7a830a37a2b5a669b0c6cd
446923,3654,-23.525103133365025,-46.51764616148771,SAO PAULO,SP,61985,bcc8786f4ffaaa491f2df9a1a089051a
447315,3622,-23.52063952525574,-46.52037802525573,SAO PAULO,SP,61989,99894d64cc603d4288c12feeea4cd198
447441,3652,-23.512595181812166,-46.50252838734856,SAO PAULO,SP,62002,caf4f7415f1dcefc703eea9c86b42951
447447,3611,-23.518968551001763,-46.53743411517944,SAO PAULO,SP,62016,007612fef51262f4762d32add5d128cc
447478,3673,-23.51611617652486,-46.507327732442754,SAO PAULO,SP,62034,22c15b46adce8afdd7d58e6582752263
447553,3614,-23.520192042347528,-46.53134973947958,SAO PAULO,SP,62046,a5a24fce1edec515e0458b4a288c6813
447621,3664,-23.525192692480797,-46.498859371631376,SAO PAULO,SP,62054,8dbea104c98049225865dd6fc0ea8bc6
447732,3638,-23.5287339045242,-46.54234412378098,SAO PAULO,SP,62056,48970007c61cc12f2624b1212e10419f
447888,3640,-23.53043879156327,-46.53747679447747,SAO PAULO,SP,62084,7ea3bd65e6c54379467e22d1a7401993
448104,3606,-23.52428999999995,-46.54881999999998,SAO PAULO,SP,62091,a64419c8fdc7dd35d0a4464d48f70134
448108,3676,-23.51741951096427,-46.49340982944776,SAO PAULO,SP,62133,c319e614bd117152d6919546633c9cc4
448168,3657,-23.526417918402668,-46.50592700652087,SAO PAULO,SP,62144,266eb5a8fc8e3c3916870babf546da1d
448304,3610,-23.51784189286744,-46.53949229669916,SAO PAULO,SP,62150,2da1ba0c63163f633ff084cd90fdcc25
448382,3672,-23.514694742714525,-46.504062953372966,SAO PAULO,SP,62160,968a920243024c3cecbae5fe32c17d19
448418,3687,-23.52708556014044,-46.48845525464763,SAO PAULO,SP,62169,a7924be36d69088596f4ceb0178adf28
448586,3612,-23.520882300305843,-46.53515357369147,SAO PAULO,SP,62182,980928c534a28c442a6865b079068f7c
448700,3659,-23.522498968932428,-46.51030454383386,SAO PAULO,SP,62199,5174e3dad6d593069f1fa575d9310e6d
448874,3656,-23.52514485909317,-46.51026190022561,SAO PAULO,SP,62308,e5d9ce905a15cd4209143d34b655c8c6
448897,3604,-23.52355322592188,-46.55054483097694,SAO PAULO,SP,62403,b7551075c84a52e0a16a2bdb12d89d90
448957,3655,-23.52584054593456,-46.514621734116176,SAO PAULO,SP,62423,76bdb58cf8cc2210c81ad6d464e99178
449013,3653,-23.518131180203294,-46.51075833861744,SAO PAULO,SP,62585,37ee2dc9e5c2c8012af3d17935d1d530
449019,3732,-23.50806928642737,-46.533154950458766,SAO PAULO,SP,64715,dcdfe35bfb51be9e9a791431222fb73f
449694,3757,-23.503496259913693,-46.49672237603317,SAO PAULO,SP,64716,e8c1bbabead38e5042fa63e2effbd721
450044,3704,-23.507806499999997,-46.55110950000001,SAO PAULO,SP,64717,e79ba74d49aad29056945edd15f596ae
450089,3736,-23.505308552090376,-46.51473331747639,SAO PAULO,SP,64718,ccfba1a75c6b8968105c35b86389bffb
450189,3707,-23.506898050233723,-46.542727702608346,SAO PAULO,SP,64719,3af9ceb92649140512cebf7ae5c3b8f2
450277,3729,-23.502989210658427,-46.50349976686476,SAO PAULO,SP,64721,7071ae1d5f4717f7b02d13806ad39c11
451257,3734,-23.511236562622702,-46.52516254443722,SAO PAULO,SP,64722,9619f561d67cb918bf4a6d608a04febc
452040,3716,-23.505250557591324,-46.53434593658031,SAO PAULO,SP,64724,68735df1b09b8a52d5db6320a17934ce
452102,3758,-23.50582462003006,-46.49857239800334,SAO PAULO,SP,64725,a3809c8c58021cb804fc6c944aca6344
452297,3733,-23.50914521065843,-46.53066228518663,SAO PAULO,SP,64726,6c9a5923526346cbc0bd7bbd92269c01
453298,3756,-23.50838552211884,-46.50278051263616,SAO PAULO,SP,64734,49aca3f38ce32b651920b1a706754fa2
453384,3737,-23.50698403719198,-46.51398159824576,SAO PAULO,SP,64738,06edd9c4cdea63ce94873634698606db
453672,3718,-23.49824519318669,-46.52937216616037,SAO PAULO,SP,64739,1a5e81b2a849e76ca754d36ba90a5264
453844,3712,-23.51228181032049,-46.51270622499318,SAO PAULO,SP,64740,99048bbaf712ed26c3641bf889762e87
453928,3717,-23.503034937519665,-46.53651840767096,SAO PAULO,SP,64741,9110693a12c644b2c2c95778234ba8cd
454248,3711,-23.51089628198398,-46.54282249570084,SAO PAULO,SP,64743,57259f6fc3d369e2a9d3c135fc65935e
454266,3713,-23.510109666945574,-46.54494337330483,SAO PAULO,SP,64745,50fca9169a180ed21779f010af207af0
454278,3720,-23.501345814328527,-46.53113759908246,SAO PAULO,SP,64747,7d76b9e2c05681d60df438f449e8e584
454374,3727,-23.50388030788375,-46.5151840494927,SAO PAULO,SP,64749,784c48fe06146504e45dbeb7601142ac
454398,3759,-23.503585725229385,-46.49214314501703,SAO PAULO,SP,64750,3687f50a22a1c1fd70b824bc79ba4b15
454538,3735,-23.51155530391252,-46.52205588689482,SAO PAULO,SP,64751,3b54b5978e9ace64a63f90d176ffb158
455202,3721,-23.50317938412488,-46.52404092630852,SAO PAULO,SP,64752,3136355c994d4e466d7b7fc497727e1a
455400,3726,-23.501596306134218,-46.51654693810951,SAO PAULO,SP,64755,7038125d2dd44ff468225fbf448194f3
455981,3715,-23.50597402553522,-46.53482352844941,SAO PAULO,SP,64757,50a1e21aee11c07e29db5b8289876b9f
456141,3728,-23.50346941494241,-46.50901285922317,SAO PAULO,SP,64770,1626a557f9bd4edf99fa4af9e42cbae2
456971,3731,-23.51298912681696,-46.53826702085017,SAO PAULO,SP,64778,076933dfa56c84230b2965c7cab486e1
457088,3755,-23.50999545221116,-46.50243381083857,SAO PAULO,SP,64782,0e772d9e02b17408e716f35cd1dcc222
457183,3701,-23.5110454679439,-46.55097082223437,SAO PAULO,SP,64842,fc65613a333059225d516c273fbff1c0
457243,3710,-23.511816775463107,-46.550531954757936,SAO PAULO,SP,64869,bffbcf07c00f5346d8ba5ad4b5cc3019
457279,3738,-23.507094185123208,-46.50903325867046,SAO PAULO,SP,64881,99cdefc0c0fc36244f69cfdd3fd64a73
457555,3714,-23.50695572745108,-46.54051456702638,SAO PAULO,SP,64923,02c63a27c1684a847772c7cbdd01642b
457570,3725,-23.502873520399334,-46.52156060352587,SAO PAULO,SP,64949,d9bda6cddcb5b6018967ef7e142e9965
457626,3702,-23.51633441909516,-46.54665246725141,SAO PAULO,SP,65015,5c7595d88d9ae99c0829d2304a39eb9e
457671,3703,-23.51576296641469,-46.54874714141036,SAO PAULO,SP,65609,e8a59b3a1618a2a3a9d9098fff11b6ca
457685,3884,-23.51121466610885,-46.48421209686078,SAO PAULO,SP,66220,b10e80812be888f9a6debafcbbad32bd
457805,3822,-23.496648475157265,-46.49657523674192,SAO PAULO,SP,66221,70a5b820e30473ee4c953690ffd53729
457922,3807,-23.501135482110826,-46.47243161518264,SAO PAULO,SP,66222,a53edd5b86dea9f6151d2eb0d98e06a0
460404,3808,-23.494217898695823,-46.47290329239998,SAO PAULO,SP,66224,0dac51956c3a8a3282f5bc4e387dcc12
460584,3891,-23.51362430890418,-46.48919340813089,SAO PAULO,SP,66226,39c7cefe1084962c1eee5d5697761e5c
460600,3802,-23.50516424562872,-46.48429049278664,SAO PAULO,SP,66228,d6b8d52c4a09c762dcd7e57533768f91
460638,3873,-23.512086465677555,-46.49898346174153,SAO PAULO,SP,66229,0f0b9ee2f1ceb7115427538b002ac482
460653,3804,-23.502680130446084,-46.483037533585296,SAO PAULO,SP,66230,40502efcc32e098593b0f0d13a009b7b
461003,3805,-23.50476277629982,-46.4783326666571,SAO PAULO,SP,66232,c0f3b6a49e1ca142c8ce84a423f4ba72
462013,3810,-23.49561368443072,-46.46853447890816,SAO PAULO,SP,66237,bce8476cc98277930a248e422354c4b0
462331,3817,-23.493258,-46.49803649999999,SAO PAULO,SP,66238,752c4dd83fb5869511dace7d6903b8f9
463219,3812,-23.49332598071718,-46.46865857616647,SAO PAULO,SP,66242,a6197099b792b7e384d9b1a760b575a6
463384,3821,-23.52394224785041,-46.41349357562471,SAO PAULO,SP,66243,8a015b4fa3389fdb62c03a8c012af27a
464356,3820,-23.49360109019567,-46.50247661157595,SAO PAULO,SP,66245,c06ced9dfc8ab53bf20bc4f403a255da
466216,3811,-23.49219983458364,-46.483932860811336,SAO PAULO,SP,66249,88d527116cfe395e822beea99fc73c12
466344,3818,-23.49813509908248,-46.49499803067112,SAO PAULO,SP,66252,8f11b4d19fddeb5a195b9795fe132fc2
466644,3874,-23.512062949766268,-46.49633502331352,SAO PAULO,SP,66253,fa3bf08e3e39304580ec8fde1bead18f
466672,3880,-23.50850886150384,-46.485872413266776,SAO PAULO,SP,66254,68de073035ed0aab6fef7c0a8e449cb7
466692,3801,-23.497787168474776,-46.49019646794392,SAO PAULO,SP,66258,937842321212a49449c12718a55c14b8
467100,3803,-23.49498117897545,-46.48538989308728,SAO PAULO,SP,66261,0b195c8bd6f19b62c86b632913467703
467534,3896,-23.514262805989983,-46.4776359096601,SAO PAULO,SP,66262,0f676b631c8e3fe6fa181071d0a6bcfd
467588,3814,-23.487767580904844,-46.47966343450283,SAO PAULO,SP,66264,214d10ae7f82564a736e26f93f63ad1b
467816,3813,-23.48228440893561,-46.4718655016508,SAO PAULO,SP,66269,b6363f9f8f6d461980e9b5a6fbd0e168
468426,3883,-23.507757869553924,-46.48237040175424,SAO PAULO,SP,66270,f61fd1201d7b5d59ff65b04831e9de28
468483,3882,-23.51121358673322,-46.48566114876794,SAO PAULO,SP,66271,117ed172acbb7461d5159dd92f2284ae
468551,3828,-23.4798363075192,-46.49486361226843,SAO PAULO,SP,66276,3da901adba289e7a720ea018853bf161
468756,3819,-23.49915923397195,-46.49757079961335,SAO PAULO,SP,66290,114160a5c0479d82ba49213e40a690c7
469141,3816,-23.48938575704257,-46.49049703183771,SAO PAULO,SP,66294,367e6be143018c5f8b5d70dc90713fed
469741,3893,-23.515568947544576,-46.48428406549716,SAO PAULO,SP,66301,9fa6244400a4503b42cde3c30b3d268e
469750,3806,-23.496590692480787,-46.478140333342886,SAO PAULO,SP,66306,3692097ced25d93525a447a4276fcf2f
469903,3877,-23.51199192423105,-46.49208446197129,SAO PAULO,SP,66312,61347faa162c1fbbcaf9020a7111a82b
470107,3809,-23.49157504163538,-46.4776447636621,SAO PAULO,SP,66332,89f7508dce8638dd195717c747ab4f5c
470327,3823,-23.48710697194245,-46.49404632430736,SAO PAULO,SP,66333,ce965a35b8f462f3c7063723413d1374
470503,3881,-23.510528525135992,-46.487776833392445,SAO PAULO,SP,66334,671a303e12a184a9b815ee3c48ab3ef0
470623,3892,-23.51342993741489,-46.48702545190999,SAO PAULO,SP,66339,d99c9cfb89e5b64a16d62121012c02de
470649,3894,-23.516756360811357,-46.48171049999999,SAO PAULO,SP,66347,5dfe4507f0c131cc7ffe946826effcd3
470691,3872,-23.51253401672528,-46.501049539944844,SAO PAULO,SP,66374,d91c1a0faf55f367e43be832269cfe62
470693,3827,-23.485454915237263,-46.48646429409084,SAO PAULO,SP,66385,88b4ee07501ad4605dc58366d31f09d3
470733,3888,-23.50859924923539,-46.479868397166605,SAO PAULO,SP,66526,bc94fe53f5ac2303375e8030edfed971
470760,3870,-23.507884317264796,-46.49183718620052,SAO PAULO,SP,66571,3926f22b694788137fdaa35bee5992d8
470786,3871,-23.50748254886213,-46.49055473419091,SAO PAULO,SP,66755,7714501cf5996832cd4c4b165876f8c5
470794,3876,-23.512463612268444,-46.49517920413757,SAO PAULO,SP,66851,4498cfb1d873a0d5a66735f01cbe8246
470806,3982,-23.612416979480308,-46.515302074987225,SAO PAULO,SP,68224,22c60276d51cf85ff2c70610087ee91b
471058,3977,-23.61651686594724,-46.49485410421835,SAO PAULO,SP,68226,a596a519d885d2cd292e329de18406f6
472498,3923,-23.590043924475463,-46.51003716796691,SAO PAULO,SP,68227,d1a2cddd07d7491bfcc7eee111311462
473158,3942,-23.598188486265773,-46.500497402995,SAO PAULO,SP,68231,555c1dc901d3cae90a9d452d888865c5
473200,3973,-23.618739524532582,-46.482056024532575,SAO PAULO,SP,68232,e1324af3e2df9eec3e5f982d23fec1d6
473239,3920,-23.594128973628056,-46.52107533166944,SAO PAULO,SP,68233,88e02611f4805f72e50f4569621ff448
473455,3924,-23.5961775,-46.51229925,SAO PAULO,SP,68235,48a40b0cc080812a5e77d16d4e74abde
473691,3984,-23.607115208436724,-46.51384694379366,SAO PAULO,SP,68236,073dbe1ed7b7fd9b511508761e1bca69
474024,3935,-23.585910003606678,-46.50358868235325,SAO PAULO,SP,68237,0827a9c2399f5a54a666bb8c2b783be4
474176,3972,-23.61393474632121,-46.48327277601137,SAO PAULO,SP,68239,0241bf6728f2c70f948e9a51484d1435
474192,3979,-23.61745182930352,-46.507746629897824,SAO PAULO,SP,68240,8aec5021898b1bd97420ae1782ce30c6
474276,3968,-23.602550384015583,-46.473299846987366,SAO PAULO,SP,68244,2d3475236fe57f9f651be1b918bcde00
474504,3981,-23.614751891482463,-46.51742610421837,SAO PAULO,SP,68245,003c7cadba4f182b9f22d7d5ea7a5003
474557,3966,-23.599891320012684,-46.47589591840267,SAO PAULO,SP,68246,95124b5aa0b79dfde42a211856ed1cd4
474596,3952,-23.589381703810503,-46.48391858038306,SAO PAULO,SP,68249,5fae9fbd06c81844d036e4d3cf3a9f43
474665,3946,-23.594299502077472,-46.49197103941369,SAO PAULO,SP,68250,8a46fa344fdeaff9de14ab259778bd5f
474743,3962,-23.605983261728877,-46.48251747224308,SAO PAULO,SP,68251,c7cebd7aae0dd4903dbd5396b7731639
475049,3911,-23.583733857897155,-46.52036398612154,SAO PAULO,SP,68253,3cde50513c06747ac11d313adc3e18dd
475161,3931,-23.57982226311385,-46.49443468789316,SAO PAULO,SP,68254,e61d98019b18172feeca8225d11ab03a
475195,3967,-23.59963515015292,-46.472513285186615,SAO PAULO,SP,68258,a1a5674fd174758b3354917989a031e6
475233,3930,-23.582402779906516,-46.49511096003805,SAO PAULO,SP,68260,961c0a5afe936135ac6ebb1ddef7ce09
475413,3928,-23.605385475361963,-46.501887524638015,SAO PAULO,SP,68262,532b34ab6e14da3ebbc775ba61bffc5c
476149,3986,-23.606964000000005,-46.52169143880201,SAO PAULO,SP,68264,ba7550bf468f7120b9715406fe84ddea
476185,3938,-23.6008038193202,-46.50203816319465,SAO PAULO,SP,68267,55c7a8330e2177f5de6edc17b623732f
476337,3936,-23.590302789341564,-46.49576885581969,SAO PAULO,SP,68268,9d1a96b181bc6f175146b254a2335e29
476403,3975,-23.61005912989782,-46.490573619481815,SAO PAULO,SP,68269,2f6644e65ff6a076a99865af4c7201e8
476693,3978,-23.620711028196062,-46.50502035212637,SAO PAULO,SP,68270,2d2259e2fbd96d9aae631389a1d22cf6
477661,3937,-23.587179999999933,-46.49958999999996,SAO PAULO,SP,68272,8345586f08b3fede926a66b367857e3e
477805,3980,-23.61662227782904,-46.515106571469765,SAO PAULO,SP,68277,496e44431a2a9a6be2eabb10d3ffa24a
478015,3944,-23.60024052844941,-46.49327195282468,SAO PAULO,SP,68278,12f4edd6eb013fa0324c75df31cf42f5
478295,3945,-23.599900048560283,-46.49170207092153,SAO PAULO,SP,68280,9ba5919968cfb78690538026ce50d670
478467,3907,-23.58760134332621,-46.50841212239599,SAO PAULO,SP,68281,3846f38f6b9a88b5c622361282deeefa
478503,3918,-23.592208452680463,-46.52125286955393,SAO PAULO,SP,68283,dcf28d347a6e85c7c92db5579b08ef05
478703,3940,-23.592459551762943,-46.49991954815626,SAO PAULO,SP,68289,14cfb847ede5c34c45673456203da884
478757,3989,-23.61284443493552,-46.47967172745109,SAO PAULO,SP,68292,24f356c2e7de022f4b835936a717c55c
478815,3963,-23.610897922009343,-46.4797914672514,SAO PAULO,SP,68294,890aeee0bcc4d977182d5ef06037631e
478963,3976,-23.610469286156448,-46.495357701353306,SAO PAULO,SP,68296,4df72ed5240f354774615dbdecdf3d30
479179,3983,-23.607327066515605,-46.50857706075226,SAO PAULO,SP,68297,95b4cc7e3b32e271d581e3dce4403c77
479404,3905,-23.579669021928545,-46.51420548182235,SAO PAULO,SP,68303,cb83a5aafc687c5f72d6f28b4d7a73e7
479434,3929,-23.60401843297361,-46.49105243213689,SAO PAULO,SP,68311,f9c5e7c93778d6fdb505bd69aae820b2
480144,3965,-23.60215684762537,-46.47390783014024,SAO PAULO,SP,68312,7a194ec1ed0cfbe0a4669b9d05d6a287
480272,3941,-23.59578525644876,-46.49741244601535,SAO PAULO,SP,68314,1b816766bb5a39f8e46924109d1f1983
480283,3917,-23.587750561198,-46.52140119164407,SAO PAULO,SP,68316,fc05d47a498e95d77cbbf3d2e0f52e96
480315,3922,-23.59518735858964,-46.515514447544575,SAO PAULO,SP,68318,511565b2987c19e165331306886f10f8
480467,3909,-23.584944887039057,-46.51220406119799,SAO PAULO,SP,68324,2c9f92e1d9657eb346ec0688113e556f
480512,3947,-23.588384319562703,-46.49309920117636,SAO PAULO,SP,68327,e357a44465bc787540234e05fd9e379d
480575,3921,-23.595665332556457,-46.5157315592252,SAO PAULO,SP,68336,e7b19c0704e43ef4aa419fa77c5c837d
480680,3988,-23.60336798112987,-46.51002320053089,SAO PAULO,SP,68349,acfbf192b064509688d3264cb5bd8a37
480755,3908,-23.58176952178432,-46.50862503136361,SAO PAULO,SP,68359,c158314d2b6005f79ba91e8e39f09f9a
480885,3951,-23.58353292305826,-46.48957476496762,SAO PAULO,SP,68365,019200fa574c9eda0fbc82c71fcc8fbe
481560,3910,-23.586352690259087,-46.51575492783772,SAO PAULO,SP,68370,b629604bb4374da78155fb48fcc1ec4f
