,geolocation_id,geolocation_lat,geolocation_lng,city,state,id,seller_id
16971,3384,-23.57884253067112,-46.52280151387845,SAO PAULO,SP,52412,92c8bc6e8f925792247656fed09aad65
16984,3334,-23.554597380692613,-46.57370400298258,SAO PAULO,SP,52421,ac1ed5fc15901fbc92920361eb4ab350
17110,3372,-23.572388943937888,-46.55765144171619,SAO PAULO,SP,52424,8936ba0de1073ee888cb3185ae5dc661
17144,3320,-23.547285965837776,-46.56940937552652,SAO PAULO,SP,52440,725c32fa80c2faacc4fc88450d27314e
17243,3331,-23.545478675515763,-46.58524120407659,SAO PAULO,SP,52446,fdb9095204a334cd8872252ffec6f2db
17264,3378,-23.575139177299555,-46.54103782670819,SAO PAULO,SP,52452,bcf5566870987da7bc811fbc8c5b9fd9
17310,3307,-23.54672346932889,-46.57400131986845,SAO PAULO,SP,52454,15fa791d5e017f66402dc28c44480657
17337,3340,-23.570462478034955,-46.55138331719334,SAO PAULO,SP,52476,63272377184e969942f7fff221be858d
17353,3390,-23.592445491257426,-46.52635145282469,SAO PAULO,SP,52540,b1b3948701c5c72445495bd161b83a4c
17382,3370,-23.56799537246812,-46.55762524340702,SAO PAULO,SP,52623,e3d3b3efac954a60d61be70b7e05b49b
17415,3306,-23.54250072967277,-46.57631077214489,SAO PAULO,SP,52650,aced59e9b31ef866a94f9e7f29d8d418
17471,3423,-23.547994679987315,-46.5406987209302,SAO PAULO,SP,56132,acb6c2ca5c82411c1fdb88d5fd5eb95e
17501,3416,-23.5595404069971,-46.55031816083575,SAO PAULO,SP,56133,d90fe2229fee1a5da999ccd0c06c1667
17533,3448,-23.55326966472387,-46.52063010935424,SAO PAULO,SP,56136,e9c6969d40e6a3d2d0f90013165c2b98
17580,3477,-23.56753031883281,-46.51205478799173,SAO PAULO,SP,56141,1b8356dabde1d35e17cef975c3f82730
17691,3445,-23.549276996393317,-46.52600554010618,SAO PAULO,SP,56143,ec2e006556300a79a5a91e4876ab3a56
17755,3476,-23.5706181335045,-46.50933181986844,SAO PAULO,SP,56148,e8f6dc8e6a1dcde89d20e3995c8d90b3
17798,3426,-23.554079433810344,-46.53324185942636,SAO PAULO,SP,56152,7a67c85e85bb2ce8582c35f2203ad736
17826,3437,-23.559585506520865,-46.5289678447112,SAO PAULO,SP,56157,d5ba419e26d246a0719437cf37d9b46d
17848,3449,-23.556165349154597,-46.52558483971952,SAO PAULO,SP,56170,c5e60e39c0f42b8e827daa13cff74afa
17902,3410,-23.552642975301502,-46.55303510713256,SAO PAULO,SP,56184,fedf2c1386e137f296b3bbf3b635e69d
17961,3470,-23.57282057729816,-46.52329640383172,SAO PAULO,SP,56194,b2ba3715d723d245138f291a6fe42594
18037,3461,-23.569085514570943,-46.52738665237461,SAO PAULO,SP,56215,2e1a7d075abe038c1b2743005fe42ff1
18123,3417,-23.539685940879476,-46.54635608021235,SAO PAULO,SP,56231,82e0a475a88cc9595229d8029273f045
18142,3407,-23.54354994809283,-46.55013560866177,SAO PAULO,SP,56235,71593c7413973a1e160057b80d4958f6
18242,3431,-23.554133203993324,-46.53048959908248,SAO PAULO,SP,56287,f80edd2c5aaa505cc4b0a3b219abf4b8
18286,3471,-23.56625832001269,-46.51841724632121,SAO PAULO,SP,56328,dd7ddc04e1b6c2c614352b383efe2d36
18325,3480,-23.576447493479133,-46.50490442200933,SAO PAULO,SP,56494,3fac58ce0ad699020c7944d53c41329c
18351,3572,-23.574334452680457,-46.50181676172888,SAO PAULO,SP,58500,2b3b9ce054da76a7428df143a567b156
18634,3513,-23.533151950603,-46.52395517943906,SAO PAULO,SP,58501,e64ddbe1cbcf4f2fc3092b7c481f3f9d
18692,3564,-23.53321650340715,-46.50046729003948,SAO PAULO,SP,58503,f262cbc1c910c83959f849465454ddd3
18717,3581,-23.554750452680462,-46.50070100291418,SAO PAULO,SP,58504,6f1a1263039c76e68f40a8e536b1da6a
18746,3573,-23.56168119891244,-46.50627110555333,SAO PAULO,SP,58511,4830e40640734fc1c52cd21127c341d4
18821,3548,-23.540828291419043,-46.51230345865307,SAO PAULO,SP,58512,c24173065483e421f9e5e7f599de101d
18866,3504,-23.53877907744238,-46.53648566833056,SAO PAULO,SP,58514,92eb0f42c21942b6552362b9b114707d
18908,3589,-23.551982748542898,-46.48510296003805,SAO PAULO,SP,58517,189ca3538ce9f920cacf0f982cbe223b
19008,3508,-23.532711024698507,-46.5329695022217,SAO PAULO,SP,58519,d7d517afce974cd491b8d52bb5b5b1fc
19083,3551,-23.53469148542905,-46.50138317485142,SAO PAULO,SP,58524,cb9fb4ca75d7ba8437480e8dde64fe98
19109,3568,-23.539098006665103,-46.48619464224707,SAO PAULO,SP,58527,93bef6edaa84956e8e575016449b6351
19146,3560,-23.55104659172488,-46.49467208228982,SAO PAULO,SP,58528,039e6ad9dae79614493083e241147386
19178,3562,-23.54478975206393,-46.495489292925285,SAO PAULO,SP,58535,d9a84e1403de8da0c3aa531d6d108ba6
19218,3586,-23.556657205788905,-46.48867468378657,SAO PAULO,SP,58536,d9c349beabc06aa6ff1c6d68b5e9e22e
19247,3563,-23.549693280599,-46.49264250874256,SAO PAULO,SP,58540,30a81d8cf85fb2ada1b1b094c9583a95
19331,3526,-23.551281670552257,-46.49897223258696,SAO PAULO,SP,58545,bd65d163ded559eb90a10cd09fec178f
19363,3554,-23.540811611431728,-46.506777407294166,SAO PAULO,SP,58564,5fd924b4836098a5be0ecf81ba054ce0
19391,3567,-23.54324816985976,-46.48879160352587,SAO PAULO,SP,58566,13fa2a6c6b9d0f43cb588d7c82117a12
19431,3553,-23.53310847016561,-46.50637207660568,SAO PAULO,SP,58567,bec568278124768c474ee90971ca94d1
19443,3542,-23.53108125950717,-46.51791357132556,SAO PAULO,SP,58585,e9d99831abad74458942f21e16f33f92
19501,3521,-23.548877507357595,-46.51772421495759,SAO PAULO,SP,58595,c161d1327ebc3a156c09582ab2f59f6c
19528,3561,-23.547426852068774,-46.49706910491086,SAO PAULO,SP,58602,b5b800c4065bebf4d3442311c9857344
19558,3543,-23.534517416583824,-46.51350050508684,SAO PAULO,SP,58606,6ddc28b61be28373b4503a1f61cf98a9
19588,3514,-23.535045041635392,-46.52060623633788,SAO PAULO,SP,58616,e24d3429d294b2eb200b064ebb035879
19622,3533,-23.54331467943905,-46.52124670344508,SAO PAULO,SP,58652,bd697db56ff8e7c9cd1abeb7f72029b2
19663,3565,-23.536157615875126,-46.49417032944774,SAO PAULO,SP,58669,17eea220a40cc0d2c0c5346379682398
19688,3520,-23.548840889809025,-46.523309280598994,SAO PAULO,SP,58675,112453736dbe3889cfb74e1aaa0ba0c1
19752,3550,-23.53056214071786,-46.50599515084539,SAO PAULO,SP,58680,3969863bb8af7f72580b3b1ffd3a17b3
19790,3569,-23.541941545934563,-46.49095488842404,SAO PAULO,SP,58812,ef506c96320abeedfb894c34db06f478
19826,3613,-23.51845531779098,-46.53268368206479,SAO PAULO,SP,61848,d57e18d5f73c7ccb7f7339b61166898d
19899,3694,-23.537922030359404,-46.47769578680452,SAO PAULO,SP,61849,5670f4db5b62c43d542e1b2d56b0cf7c
20011,3644,-23.52611544591716,-46.53507848653255,SAO PAULO,SP,61851,28405831a29823802aa22c084cfd0649
20033,3647,-23.530828892867447,-46.527533900773285,SAO PAULO,SP,61853,eba88037e1dca898cd02881f67ced679
20089,3641,-23.526629280313223,-46.536471572784215,SAO PAULO,SP,61860,b67d6c666e8dce1d078c882825e12704
20127,3679,-23.51743989953255,-46.48587764709451,SAO PAULO,SP,61862,5a413ade68e8f8d93071a7f52a64cb9e
20205,3654,-23.525103133365025,-46.51764616148771,SAO PAULO,SP,61863,d3dcf0604eabf0224fbd5948b5e02f69
20255,3632,-23.52761504385709,-46.5492905723065,SAO PAULO,SP,61874,271c58a1d139c45eaf3316107c6d3a3b
20278,3658,-23.524579026371946,-46.50647830613423,SAO PAULO,SP,61877,666658b8da8370f30e1f89893b1de5e6
20366,3631,-23.531338948381293,-46.55065022286344,SAO PAULO,SP,61887,ac137bac82ffa8548e62bd9d01d2a14f
20386,3643,-23.527569467943906,-46.53422207369149,SAO PAULO,SP,61891,d58d521f3789def2e7a22715e0badd93
20398,3673,-23.51517733749783,-46.50126713849616,SAO PAULO,SP,61899,9539213aa8e023c01937bef95dc006da
20424,3638,-23.52870986955392,-46.5417239089676,SAO PAULO,SP,61911,a414555ce331b8c8aea4a9cb8395194d
20464,3659,-23.52287030474924,-46.51178079378496,SAO PAULO,SP,61928,f2336e113377dd21c744d9c4fc8293a9
20494,3667,-23.53204714071786,-46.49681439647412,SAO PAULO,SP,61942,b37c4c02bda3161a7546a4e6d222d5b2
20517,3612,-23.520506699694156,-46.53515188245142,SAO PAULO,SP,61946,08084d990eb3f53af056ccbc1730c8a7
20556,3688,-23.52665549125743,-46.483370916180974,SAO PAULO,SP,61958,d8d9567d0bfb0bc7eb845a205ba42657
20606,3635,-23.522790877315536,-46.53604251012755,SAO PAULO,SP,62067,e3b4998c7a498169dc7bce44e6bb6277
20614,3655,-23.52399579739165,-46.51294318734492,SAO PAULO,SP,62298,fc5a0d7a310a7a41abf86a458585ff2b
20672,3731,-23.5097559955566,-46.53370401887012,SAO PAULO,SP,64720,2ea0861cc19e94cad86438c984c52da4
20712,3725,-23.50123246128435,-46.51905848362164,SAO PAULO,SP,64833,503c1de08ae81a2d86f17951b204db55
20741,3701,-23.51082058312654,-46.5508611777656,SAO PAULO,SP,64837,56642bcb79900e777d68e91915cb4267
20757,3702,-23.51674732944774,-46.54818243075192,SAO PAULO,SP,64874,a416b6a846a11724393025641d4edd5e
20789,3804,-23.50271592062436,-46.48299647362806,SAO PAULO,SP,66227,a154d7316f158bb42e6fa18bbe3afd3a
20931,3880,-23.50869470774424,-46.48672956633388,SAO PAULO,SP,66231,b4ffb71f0cb1b1c3d63fad021ecf93e1
20952,3821,-23.49517247515727,-46.50119464071786,SAO PAULO,SP,66233,ceaec5548eefc6e23e6607c5435102e7
21061,3820,-23.49360109019567,-46.50247661157595,SAO PAULO,SP,66234,ec933281fb017b5020d06df29c3f77e8
21186,3872,-23.512538179294825,-46.50108112461768,SAO PAULO,SP,66235,f214d28e8d8e3ef068748498ccc2f813
21192,3809,-23.489345713572614,-46.47738070858095,SAO PAULO,SP,66257,a673821011d0cec28146ea42f5ab767f
21237,3813,-23.48668357540144,-46.46746268716547,SAO PAULO,SP,66265,2709af9587499e95e803a6498a5a56e9
21360,3827,-23.48494880428892,-46.46811804567771,SAO PAULO,SP,66295,b98b715fe9e276204e2a3464f48cd796
21381,3916,-23.590277256448758,-46.506241529834405,SAO PAULO,SP,68228,070d165398b553f3b4b851c216b8a358
21399,3976,-23.61187194393789,-46.49648901373423,SAO PAULO,SP,68230,8fb791022c1fc8909664f48ab7dc636d
21454,3962,-23.609943,-46.48136049610485,SAO PAULO,SP,68234,05aebce0b5c8f0d41b29b686f2d05fd3
21506,3910,-23.58452319555432,-46.51460627909786,SAO PAULO,SP,68242,42b729f859728f5079499127a9c2ef37
21549,3929,-23.606332072162274,-46.488808985429046,SAO PAULO,SP,68255,dbb9b48c841a0e39e21f98e1a6b2ec3e
21621,3937,-23.58790062753188,-46.501829952680446,SAO PAULO,SP,68257,6ee85be3693ed79a8e80718743d80655
21670,3951,-23.58353292305826,-46.48957476496762,SAO PAULO,SP,68265,a663d9c3797e90eac99ff60939416a56
21822,3963,-23.60932765805877,-46.48329014195862,SAO PAULO,SP,68266,508808d438fe2ff972ed13bb8f4a82e2
21860,3933,-23.58343069747245,-46.50203424424373,SAO PAULO,SP,68275,4c2b230173bb36f9b240f2b8ac11786e
21888,3908,-23.58359782304825,-46.50714769338705,SAO PAULO,SP,68287,17f51e7198701186712e53a39c564617
21915,3971,-23.615020791563268,-46.47934165652957,SAO PAULO,SP,68491,bd23da7354813347129d751591d1a6e2
21931,4041,-23.60143752899768,-46.644092916180966,SAO PAULO,SP,71014,da03c298e3999e9d828591fc2179d109
22155,4001,-23.57230126005544,-46.65200020136758,SAO PAULO,SP,71020,f664f98bfda2eaf266a23ff144e7a872
22273,4088,-23.60326607992389,-46.65882169276926,SAO PAULO,SP,71035,cf8ab1616079e2793aa29d524df01bb1
22364,4007,-23.57828270774424,-46.65102362378097,SAO PAULO,SP,71038,06579cb253ecd5a3a12a9e6eb6bf8f47
22402,4009,-23.587042499999995,-46.63573874999999,SAO PAULO,SP,71059,8e34331b7eedd03be4e5d965c1956225
22416,4054,-23.615894933666112,-46.63983101249348,SAO PAULO,SP,71095,2bdb95a56a36ebbc6640337ac5eac174
22452,4083,-23.611144809596667,-46.66417225200534,SAO PAULO,SP,71161,365e445f796710c3431557e85caa25db
22485,4087,-23.609026190856948,-46.65965657991232,SAO PAULO,SP,71184,1430239a858e7682bbc43b20758af153
22627,4058,-23.611243044405345,-46.64579071565007,SAO PAULO,SP,71213,d4f117125b59ce73c3302f88ee40c458
22644,4141,-23.61041811434591,-46.63263307660568,SAO PAULO,SP,75988,253f95b3a0e6983ae18aed49fbc2b845
22760,4119,-23.600995072162263,-46.63496187621901,SAO PAULO,SP,75999,cd06602b43d8800bd0afad514919d35c
22877,4104,-23.57603849928644,-46.638694817777726,SAO PAULO,SP,76000,c394e193cda3b4225ff2094d32184849
23045,4122,-23.603187216486816,-46.62096322009347,SAO PAULO,SP,76001,e7df4cd29ab5abab70fb0783ddb53987
23106,4111,-23.58762728449414,-46.6319937202377,SAO PAULO,SP,76005,8b87cd0d43d49b9bdf40f56229364d59
23181,4142,-23.611654194010004,-46.63258761587511,SAO PAULO,SP,76007,941554c5757b73ba0e50aa7732310afc
23413,4154,-23.62533942270183,-46.62021748765076,SAO PAULO,SP,76008,964ff64dc05b13811c6d0f41e0aa5f6b
23433,4137,-23.61208173105776,-46.62318025867047,SAO PAULO,SP,76021,788f22bafdd7ab0e1e79f19db72f16a4
23458,4195,-23.657250175378767,-46.61075944811122,SAO PAULO,SP,76023,c0f3eea2e14555b6faeea3dd58c1b1c3
23633,4130,-23.60520201165676,-46.61844120275258,SAO PAULO,SP,76038,8090490573c6c0aa343a7231ebcb8c86
23704,4176,-23.63461395920133,-46.60225462975359,SAO PAULO,SP,76046,5ca5d579b5857ee8709479b1047cecc3
23751,4101,-23.592690175182163,-46.62106099443002,SAO PAULO,SP,76059,fc6295add6f51a0936407ead70c1001d
23895,4144,-23.617820807663428,-46.63791917277396,SAO PAULO,SP,76060,5bf397d04035b5f45cc41e82ec106803
24012,4131,-23.605673521784304,-46.618990239800326,SAO PAULO,SP,76065,50c361bcf670d16f6df4d52de3dff924
24186,4164,-23.62343730030584,-46.6087736575105,SAO PAULO,SP,76078,00ab3eff1b5192e5f1a63bcecfee11c8
24235,4106,-23.58020448542905,-46.62978341909516,SAO PAULO,SP,76093,1fa2d3def6adfa70e58c276bb64fe5bb
24280,4102,-23.59272363197529,-46.6315844403312,SAO PAULO,SP,76100,9f505651f4a6abe901a56cdc21508025
24323,4186,-23.65281620260835,-46.59941026824976,SAO PAULO,SP,76116,d9bd94811c3338dceb4181f3dbc0c73e
24433,4156,-23.63029446211553,-46.62350029239998,SAO PAULO,SP,76123,f7496d659ca9fdaf323c0aae84176632
24479,4123,-23.62329475185692,-46.62806929174686,SAO PAULO,SP,76144,6eeed17989b0ae47c9f11ece6f38ea90
24495,4160,-23.62358155176294,-46.61056007369148,SAO PAULO,SP,76161,979e9f8b5b39dd243a2550c8b05aecf0
24576,4193,-23.647920569248072,-46.60845362378099,SAO PAULO,SP,76186,d149de2f383552baea37a7198c2296ce
24625,4133,-23.63058688480546,-46.61784924409308,SAO PAULO,SP,76190,b2a6d334e2833acea353624840e25a0e
24679,4180,-23.63697817262972,-46.597344244243736,SAO PAULO,SP,76264,bf3c6d2a28b2b5501e6c15448982dcc9
24726,4213,-23.59312204848402,-46.60717255913425,SAO PAULO,SP,80987,76ea5315acb3f5f7ade3cd261faf922a
24801,4251,-23.626718469902592,-46.59748992134098,SAO PAULO,SP,80988,b44dbfbf62e52125f3c15d230569ea91
24828,4250,-23.61959447821568,-46.60003319608748,SAO PAULO,SP,80989,28f10b1c5e5abb9d4857745bede6147c
24857,4256,-23.631438405216706,-46.58678453580699,SAO PAULO,SP,80993,bf0045791395e66460eb04749c68672a
24955,4243,-23.626269,-46.586534475523,SAO PAULO,SP,81003,39d54ff918774174706fb065d7f9dc07
25023,4273,-23.612052666446743,-46.60783466642034,SAO PAULO,SP,81011,f27e33c6d29b5138fa9967bcd445b6d5
25082,4209,-23.581842935887803,-46.60117984194124,SAO PAULO,SP,81020,97e50a621f8e801f4baf69e08687c192
25250,4293,-23.621298213976644,-46.61707660851753,SAO PAULO,SP,81021,6bd69102ab48df500790a8cecfc285c2
25300,4276,-23.60408998251485,-46.61372320760002,SAO PAULO,SP,81034,7a188843479798ca813108fa7b959286
25400,4281,-23.604464158203,-46.60905772370018,SAO PAULO,SP,81059,0aa2205ca24f113f4658a5c536667426
25450,4275,-23.593755572854764,-46.61713462101102,SAO PAULO,SP,81088,c2d70ce2c5d0a2eb75e78668236e6dc8
25466,4255,-23.623587681372296,-46.59150604163539,SAO PAULO,SP,81095,cb0b3bcf14e0a709df412a99424a59d7
25494,4296,-23.621852242022022,-46.6036482835132,SAO PAULO,SP,81111,bca9230d3bbb4efa51872bf605a2f1ad
25571,4216,-23.59726551843778,-46.6055721090656,SAO PAULO,SP,81113,07e8e8fc5222bb358e6f259da3197074
25655,4291,-23.618294465722204,-46.61294062614692,SAO PAULO,SP,81137,f0ec78809fe0bc3edb11c9fe5b97b059
25681,4282,-23.608841469328887,-46.60984215375959,SAO PAULO,SP,81151,dd39ad39b5d3df33037e141c72497ba6
25731,4270,-23.591084982514857,-46.61326277699232,SAO PAULO,SP,81159,2953ce3a88f5e3c3b696d77fc9e4c8eb
25765,4208,-23.584614569248075,-46.60193214931619,SAO PAULO,SP,81189,876182d1918783bbe15233febfbd4926
25963,4265,-23.58667354731954,-46.61242320483004,SAO PAULO,SP,81190,1da3aeb70d7989d1e6d9b0e887f97c23
25994,4248,-23.61411790980433,-46.60034800222169,SAO PAULO,SP,81223,37be5a7c751166fbc5f8ccba4119e043
26036,4283,-23.613269060505505,-46.60529227116393,SAO PAULO,SP,81398,b9de031b671cd48b28fae9d828cbf2b4
26056,4311,-23.636429014715176,-46.640920992642414,SAO PAULO,SP,84833,5587130f9850696ed7fafbc91c2cee44
26172,4307,-23.627894217323533,-46.642414903687474,SAO PAULO,SP,84838,bb2afe2061d53c6968aa0cffa233a8ec
26223,4363,-23.64684593421437,-46.6660547231519,SAO PAULO,SP,84843,ba5daa4041e1f15cdf34b76e3e18a450
26591,4362,-23.64645316564389,-46.66995830987091,SAO PAULO,SP,84851,bb135baca94c82fcb731335ad5b04a03
26723,4364,-23.651760091032397,-46.67056245669116,SAO PAULO,SP,84856,38af8acfd46ac4a7bf754e8ca6736664
26789,4317,-23.63874234192172,-46.63180247157553,SAO PAULO,SP,84870,c1f12f926d0ba950578b4fa41115cbb6
26898,4360,-23.643335839027035,-46.66315536095557,SAO PAULO,SP,84871,df47da4ae86fa4db890d05aaf24e21d8
26988,4361,-23.6442788484621,-46.66304850360666,SAO PAULO,SP,84872,ca3bd7cd9f149df75950150d010fe4a2
27086,4367,-23.65250284762537,-46.66809535567546,SAO PAULO,SP,84894,850f4f8af5ea87287ac68de36e29107f
27244,4310,-23.631559910352596,-46.6425834888915,SAO PAULO,SP,84898,92992bec39dde5766f590d3b1f46d465
27406,4365,-23.666436408909707,-46.65554725086943,SAO PAULO,SP,84942,fe26f3ecb51a15e6d8335cd92da42562
27432,4319,-23.64742980183505,-46.63695438634658,SAO PAULO,SP,85084,ab91571efab27993ff2f6b36e38055c3
27450,4386,-23.661877777684808,-46.65707556272721,SAO PAULO,SP,85098,a7dc4098e4da6e41b426269d12ae7e91
27480,4378,-23.646246311207523,-46.66349868836885,SAO PAULO,SP,85104,6d66611d7c44cc30ce351abc49a68421
27512,4308,-23.65122827692988,-46.639731778343,SAO PAULO,SP,86164,b127efdabeffb5d559349c7b172eb75d
27526,4438,-23.67774108964741,-46.66864662392521,SAO PAULO,SP,89522,9674754b5a0cb32b638cec001178f799
27814,4424,-23.68729227976227,-46.6417415487045,SAO PAULO,SP,89524,a37c340b91cb0169e8b029db6440fba2
27890,4476,-23.713052505361883,-46.61991569705063,SAO PAULO,SP,89528,e601b04acf48b4576e73ddca9481f0dc
27988,4403,-23.667843855675457,-46.66038973120199,SAO PAULO,SP,89534,7ddcbb64b5bc1ef36ca8c151f6ec77df
28052,4447,-23.69230323619365,-46.67778116374293,SAO PAULO,SP,89544,a2a41aedb70551d4a85aa04dc2fced48
28151,4456,-23.68326401970684,-46.67979979808413,SAO PAULO,SP,89551,9591fc341b1bfb7ef561e2968ec6e011
28197,4445,-23.68080098473656,-46.6840241297536,SAO PAULO,SP,89584,c8417879a15366a17c30af34c798c332
28260,4461,-23.69289565500035,-46.68021046531817,SAO PAULO,SP,89720,0be8ff43f22e456b4e0371b2245e4d01
28272,4547,-23.593508999999997,-46.69160489873891,SAO PAULO,SP,92489,2235cf78d3e2073a88146a9cb60f0dd0
28425,4571,-23.61202394892955,-46.695471966703145,SAO PAULO,SP,92495,7f2617c58d5d06806987308b45654351
28622,4516,-23.60663166028048,-46.66806552178432,SAO PAULO,SP,92503,538caafddff204241cecbf3a02e6b3cf
28739,4578,-23.606158440567068,-46.69703876815752,SAO PAULO,SP,92505,eebb3372362aa9a46975164bed19a7e7
28824,4537,-23.594499367187996,-46.67772056203472,SAO PAULO,SP,92530,4a23adac87cf538689fa600d976f78b2
28946,4564,-23.61581786398534,-46.68133624811021,SAO PAULO,SP,92569,4bc3d93e4a5f88a598d3d8ce4ae510b3
29033,4508,-23.591391568699816,-46.66656196586642,SAO PAULO,SP,92578,e503f22be6a4f456d9851920a5d9c670
29070,4558,-23.600486945034405,-46.6846314923826,SAO PAULO,SP,92580,fc908879b9ca1bd65419e54e50432d38
29115,4534,-23.58454739993657,-46.67456147821567,SAO PAULO,SP,92646,bac44fa8e13424950488659b5f765c41
29224,4557,-23.60475533250616,-46.68184855482134,SAO PAULO,SP,92703,a3fa18b3f688ec0fca3eb8bfcbd2d5b3
29238,4567,-23.61424927422236,-46.68844105482136,SAO PAULO,SP,92801,5b925e1d006e9476d738aa200751b73b
29294,4607,-23.619064602940195,-46.672288608270925,SAO PAULO,SP,97492,12a8eb0f8d1cd3270695bf2a99f55966
29351,4679,-23.67501017124474,-46.679538766172286,SAO PAULO,SP,97503,2fa13c8bd5705d279f7ed5cc9ec61c68
29432,4693,-23.680178204541587,-46.69191023495291,SAO PAULO,SP,97513,72bc2cce903c872fe376a8faaa81d237
29477,4602,-23.615941683045737,-46.67538005966879,SAO PAULO,SP,97523,809413606dbfe5deefd2db646693ef67
29641,4615,-23.620032660280465,-46.67092443075191,SAO PAULO,SP,97525,37ceb404da208418c9032f0674e57804
29755,4696,-23.66897161033521,-46.70251155358061,SAO PAULO,SP,97537,270297ead4c65a6cd2593960d2af6b21
29856,4650,-23.65984516152121,-46.677882320849406,SAO PAULO,SP,97545,74871d19219c7d518d0090283e03c137
29924,4674,-23.664255516792647,-46.68857909339831,SAO PAULO,SP,97549,fce62094ffe6a4009188ec44e681dfdd
30091,4660,-23.67605454870451,-46.679325825292814,SAO PAULO,SP,97557,eaf6d55068dea77334e8477d3878d89e
30204,4676,-23.667425878313043,-46.68567454056232,SAO PAULO,SP,97580,385799a1cddbd26dfeb9157356a42282
30246,4613,-23.621229639188645,-46.66566413488948,SAO PAULO,SP,97614,e84ad2127668df3aafc6b73531a0beb8
30304,4711,-23.627917099919195,-46.70291843519532,SAO PAULO,SP,102202,b4b447d715f9ab302a188fb43d3e96b3
30363,4719,-23.633015143776277,-46.70610495351717,SAO PAULO,SP,102203,a08692680c77d30a0b4280da5df01c5a
30493,4794,-23.66336209576426,-46.682048105747576,SAO PAULO,SP,102205,aa1eb17b9fdf6dfd546e25c45c7b9235
30549,4763,-23.66900465722205,-46.71802455259966,SAO PAULO,SP,102209,38e6dada03429a47197d5d584d793b41
30626,4776,-23.689300411593344,-46.70065806950787,SAO PAULO,SP,102212,2156f2671501a81034d7d07f217609d0
30768,4773,-23.681542547319527,-46.70780575451552,SAO PAULO,SP,102219,318f287a62ab7ac10b703ac37435a231
30840,4708,-23.62880268351412,-46.69123743429186,SAO PAULO,SP,102226,1bb3812d5f0747a3ab7348f199001a10
30942,4716,-23.63539120245054,-46.69683581334274,SAO PAULO,SP,102230,9dd459b29a14bf89d47183cf2cd0e4c7
31026,4714,-23.631758958364607,-46.69967548098564,SAO PAULO,SP,102233,b1aaae6b66ad3c40f54b389d7ea4bee0
31083,4781,-23.69081489425242,-46.70642512406944,SAO PAULO,SP,102244,c3e2398fcc7e581cda2e546557bf6968
31125,4726,-23.63580786663679,-46.71209825910773,SAO PAULO,SP,102246,bba3293d6f5d5af2f415e004e8b93ae3
31362,4705,-23.62112665860704,-46.69541190660167,SAO PAULO,SP,102250,e546117ed9cafbc40239c0c78635c584
31612,4756,-23.64666482292688,-46.7203832596514,SAO PAULO,SP,102253,820c7c9eaf76d2b226b6c242bcf3f34d
31637,4771,-23.680608736886143,-46.71141009824576,SAO PAULO,SP,102289,66e0557ecc2b4dbea057e93f215f68d8
31673,4735,-23.65023919539498,-46.7026082396561,SAO PAULO,SP,102291,7d81e74a4755b552267cd5e081563028
31748,4795,-23.68181716818632,-46.69358762072255,SAO PAULO,SP,102302,282c7480173bb9c01dd41cc739fec010
31798,4710,-23.625255719401,-46.69674106647811,SAO PAULO,SP,102312,1dd33b8119b3cb1056ed5dc88cd0aaf4
31913,4782,-23.693985995008337,-46.70188324132953,SAO PAULO,SP,102317,955fee9216a65b617aa5c0531780ce60
31983,4733,-23.63665699295384,-46.69477973651988,SAO PAULO,SP,102614,2b3e4a2a3ea8e01938cabda2a3e5cc79
32002,4761,-23.662593167638065,-46.71798316763807,SAO PAULO,SP,102627,07bf9669d84d1f11be443a9dd938f698
32017,4880,-23.788251,-46.76573024999998,SAO PAULO,SP,106393,5f5b43b2bffa8656e4bc6efeb13cc649
32102,4850,-23.746252526227707,-46.677001782820696,SAO PAULO,SP,106395,2e1c9f22be269ef4643f826c9e650a52
32158,4870,-23.749510231490447,-46.75972518763336,SAO PAULO,SP,106396,b83cedfb587e7911540e3f576d6917ce
32188,4827,-23.721403285590664,-46.70056068206479,SAO PAULO,SP,106409,a5bff0f43eb51f0cad7c37fac7244c8a
32236,4809,-23.71992046378896,-46.693208556754605,SAO PAULO,SP,106411,60562ab00b8054280520d390c8c0045c
32402,4843,-23.74028612323272,-46.69436740882336,SAO PAULO,SP,106412,9b522ba7eae9e1d04082f267144583cc
32517,4851,-23.75344503818654,-46.66921268496448,SAO PAULO,SP,106420,bc8c8d665ec4664d286be0d521722b19
32698,4821,-23.724238064948917,-46.687786616711854,SAO PAULO,SP,106421,dadc51ef321949ec9a3ab25cd902e23d
32824,4810,-23.71300796869756,-46.69256515971141,SAO PAULO,SP,106424,b3809b8d4394588a47c8470ea331e135
32872,4857,-23.7836170269202,-46.68314048987244,SAO PAULO,SP,106440,430315b7bb4b6e4b3c978f9dfa9b0558
32974,4811,-23.70965016443733,-46.69257464205786,SAO PAULO,SP,106458,3bdff180c7e1f6551a643b99c265a120
33028,4833,-23.744100100187264,-46.70674982003745,SAO PAULO,SP,106479,8f2b51a30523cdecddc2f179f351c7d6
33128,4815,-23.70689244546711,-46.69166124271453,SAO PAULO,SP,106482,376d67b61dce0c990155286e7ae486a4
33276,4801,-23.71332362170351,-46.69851377797326,SAO PAULO,SP,106565,b19c48688808720822399ffa9f2dbe2f
33284,4911,-23.68384378129149,-46.73903090841936,SAO PAULO,SP,111400,15ac3c501e2599e4917316fde5c5669a
